City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
376,Moorhead,US,46.8739,-96.7676,60.98,90,75,8.05,broken clouds
377,Canon City,US,38.441,-105.2424,81.39,21,0,8.05,clear sky
380,Prescott Valley,US,34.5894,-112.3252,78.22,29,0,5.99,clear sky
381,Vermilion,US,40.1667,-87.7506,76.51,65,0,5.75,clear sky
382,Marinette,US,45.1,-87.6307,69.85,76,100,11.83,overcast clouds
383,Worthington,US,40.0931,-83.018,74.21,77,15,5.59,few clouds
384,Cody,US,44.5263,-109.0565,67.01,68,100,1.01,overcast clouds
385,Show Low,US,34.2542,-110.0298,75.49,23,0,16.11,clear sky
386,Forestville,US,38.8451,-76.875,72.34,83,0,0.0,clear sky
388,Cortez,US,37.3489,-108.5859,75.04,21,0,9.35,clear sky
393,Houlton,US,46.1262,-67.8403,50.72,87,0,0.0,clear sky
394,Charleston,US,32.7766,-79.9309,77.02,83,0,5.75,clear sky
395,Minot,US,48.2325,-101.2963,60.8,55,100,6.87,overcast clouds
396,Artesia,US,33.8658,-118.0831,81.48,63,20,9.22,few clouds
398,Kirksville,US,40.1948,-92.5833,71.58,89,20,10.36,few clouds
402,Hilliard,US,40.0334,-83.1582,74.01,76,11,3.44,few clouds
403,Arcata,US,40.8665,-124.0828,64.2,74,100,3.44,overcast clouds
405,Morro Bay,US,35.3658,-120.8499,68.5,81,4,3.0,clear sky
406,Ridgecrest,US,35.6225,-117.6709,86.02,14,0,11.99,clear sky
409,Jefferson City,US,38.5767,-92.1735,81.05,49,0,10.0,clear sky
410,Wisconsin Rapids,US,44.3836,-89.8174,71.89,89,0,5.75,clear sky
411,Millbrook,US,32.4799,-86.3619,77.32,83,0,0.0,clear sky
412,Golden Gate,US,26.1879,-81.6951,78.78,74,75,6.91,broken clouds
416,Merrill,US,45.1805,-89.6835,71.37,88,40,5.75,scattered clouds
417,Paradise,US,36.0972,-115.1467,91.58,15,0,11.99,clear sky
419,Maryville,US,35.7565,-83.9705,74.57,77,81,1.01,broken clouds
420,Saint Paul,US,44.9444,-93.0933,77.76,73,0,8.05,clear sky
421,Niceville,US,30.5169,-86.4822,81.91,81,0,0.0,clear sky
422,Chesterton,US,41.6106,-87.0642,76.89,70,6,14.14,clear sky
426,Toccoa,US,34.5773,-83.3324,71.47,88,40,0.0,scattered clouds
428,Nampa,US,43.5407,-116.5635,73.67,43,100,10.0,overcast clouds
431,Corcoran,US,36.098,-119.5604,87.94,23,0,13.49,clear sky
434,Atlantic City,US,39.3643,-74.4229,73.02,74,0,5.01,clear sky
435,Venice,US,27.0998,-82.4543,75.99,97,100,5.01,heavy intensity rain
438,Coachella,US,33.6803,-116.1739,94.95,23,0,4.61,clear sky
439,Saint Pete Beach,US,27.7253,-82.7412,77.02,72,20,19.57,few clouds
440,Sterling,US,39.0062,-77.4286,71.91,75,0,5.01,clear sky
